full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,sub_area,price_doc
35,19.0,4.0,3.0,1974.0,1.0,8.0,Gagarinskoe,8900000
62,,15.0,,,,,Nekrasovka,5541804
58,44.0,9.0,9.0,1972.0,3.0,5.0,Chertanovo Juzhnoe,7950000
40,,6.0,1.0,1.0,1.0,1.0,Nekrasovka,5139000
32,18.0,4.0,9.0,1979.0,1.0,5.0,Strogino,6000000
38,19.0,13.0,14.0,1992.0,1.0,8.0,Krjukovo,5150000
48,32.0,5.0,5.0,1965.0,3.0,5.0,Fili Davydkovo,7900000
44,30.0,5.0,5.0,1961.0,2.0,5.0,Marfino,6200000
52,30.0,6.0,14.0,1994.0,2.0,8.0,Mar'ino,9300000
32,18.0,5.0,5.0,1963.0,1.0,5.0,Metrogorodok,5250000
36,22.0,2.0,9.0,1962.0,2.0,7.0,Vostochnoe Izmajlovo,3000000
43,27.0,1.0,,,,,Jaroslavskoe,5700000
52,29.0,7.0,14.0,1976.0,2.0,8.0,Preobrazhenskoe,11300000
58,32.0,8.0,17.0,1997.0,2.0,10.0,Brateevo,8800000
43,43.0,6.0,,,,,Krjukovo,4498010
31,1.0,3.0,5.0,1965.0,1.0,1.0,Zjuzino,1000000
60,60.0,17.0,25.0,0.0,2.0,0.0,Poselenie Moskovskij,6471885
45,19.0,3.0,5.0,2013.0,1.0,1.0,Poselenie Krasnopahorskoe,2938008
47,30.0,11.0,12.0,1975.0,2.0,6.0,Orehovo-Borisovo Severnoe,7000000
59,59.0,24.0,1.0,2012.0,2.0,1.0,Strogino,11309400
35,19.0,10.0,16.0,1976.0,1.0,8.0,Bibirevo,6700000
97,93.0,15.0,17.0,2015.0,3.0,1.0,Nagornoe,17619922
76,43.0,7.0,12.0,1986.0,3.0,8.0,Metrogorodok,12600000
82,41.0,8.0,18.0,2005.0,2.0,12.0,Kurkino,16100000
78,52.0,3.0,9.0,1956.0,3.0,8.0,Lomonosovskoe,21000000
45,29.0,3.0,5.0,1964.0,2.0,5.0,Severnoe Tushino,3000000
41,21.0,4.0,12.0,1990.0,1.0,8.0,Nagatino-Sadovniki,7400000
76,45.0,8.0,17.0,1987.0,3.0,10.0,Krylatskoe,14700000
44,27.0,8.0,,,,,Birjulevo Zapadnoe,5600000
87,56.0,7.0,9.0,1954.0,3.0,9.0,Nagatino-Sadovniki,13450000
71,71.0,7.0,1.0,2015.0,3.0,1.0,Nekrasovka,6993600
58,34.0,5.0,17.0,1998.0,2.0,10.0,Mar'ino,9400000
32,18.0,6.0,9.0,1967.0,1.0,6.0,Severnoe Tushino,5800000
69,45.0,6.0,6.0,1927.0,3.0,6.0,Sokolinaja Gora,10400000
46,30.0,5.0,12.0,1966.0,2.0,9.0,Staroe Krjukovo,6250000
30,18.0,4.0,,,,,Sviblovo,5250000
56,,2.0,16.0,2014.0,2.0,1.0,Poselenie Shherbinka,5483590
28,26.0,2.0,,,,,Poselenie Filimonkovskoe,1932166
34,21.0,1.0,4.0,1972.0,1.0,5.0,Vostochnoe,4900000
48,16.0,4.0,17.0,2015.0,1.0,13.0,Poselenie Moskovskij,6494997
43,26.0,5.0,5.0,1961.0,2.0,6.0,Zapadnoe Degunino,6000000
45,40.0,2.0,2.0,2014.0,1.0,12.0,Poselenie Voskresenskoe,4951853
38,23.0,8.0,12.0,1968.0,2.0,5.0,Caricyno,6400000
51,30.0,7.0,17.0,2009.0,2.0,9.0,Poselenie Moskovskij,3193000
47,46.0,12.0,12.0,2014.0,2.0,1.0,Poselenie Filimonkovskoe,3837492
37,22.0,2.0,9.0,1964.0,2.0,7.0,Perovo,7300000
44,28.0,5.0,5.0,1959.0,2.0,5.0,Rjazanskij,5600000
42,27.0,1.0,5.0,1964.0,2.0,5.0,Tekstil'shhiki,12000000
64,64.0,1.0,3.0,2014.0,2.0,0.0,Poselenie Filimonkovskoe,5877000
39,19.0,9.0,17.0,2007.0,1.0,7.0,Severnoe,5500000
47,31.0,13.0,14.0,1972.0,2.0,8.0,Zamoskvorech'e,6900000
63,63.0,3.0,0.0,2015.0,2.0,0.0,Nagornoe,14684859
63,44.0,7.0,12.0,1977.0,3.0,6.0,Altuf'evskoe,2500000
38,38.0,15.0,17.0,2014.0,1.0,1.0,Tverskoe,4960532
60,28.0,5.0,9.0,1969.0,2.0,12.0,Savelki,6600000
41,16.0,3.0,25.0,2004.0,1.0,12.0,Birjulevo Vostochnoe,990000
54,32.0,12.0,16.0,1979.0,2.0,9.0,Juzhnoe Medvedkovo,8500000
73,42.0,5.0,7.0,1917.0,3.0,9.0,Meshhanskoe,17250000
41,20.0,4.0,12.0,1981.0,1.0,8.0,Strogino,7450000
134,134.0,3.0,3.0,0.0,3.0,0.0,Poselenie Sosenskoe,13000000
46,46.0,18.0,25.0,2015.0,1.0,10.0,Filevskij Park,10055536
82,82.0,,,,,,Troickij okrug,3493500
58,32.0,13.0,22.0,2002.0,2.0,10.0,Moskvorech'e-Saburovo,11600000
30,18.0,6.0,9.0,1970.0,1.0,5.0,Ivanovskoe,4900000
42,27.0,5.0,7.0,1930.0,2.0,6.0,Tverskoe,13800000
101,63.0,3.0,22.0,1988.0,4.0,10.0,Mar'ino,14200000
43,,14.0,,,,,Poselenie Voskresenskoe,4238000
54,30.0,15.0,17.0,2011.0,2.0,9.0,Poselenie Vnukovskoe,6093750
37,19.0,3.0,16.0,1998.0,1.0,9.0,Strogino,6700000
61,30.0,9.0,12.0,2005.0,2.0,10.0,Akademicheskoe,15000000
38,37.0,2.0,4.0,2015.0,1.0,1.0,Poselenie Filimonkovskoe,2552421
38,21.0,7.0,12.0,1965.0,2.0,6.0,Horoshevo-Mnevniki,1000000
37,,13.0,17.0,2015.0,1.0,10.0,Poselenie Vnukovskoe,4933400
54,32.0,6.0,,,,,Shhukino,9300000
35,19.0,7.0,12.0,1970.0,1.0,9.0,Vyhino-Zhulebino,5650000
106,,2.0,2.0,2014.0,6.0,0.0,Poselenie Pervomajskoe,4980000
38,19.0,3.0,,,,,Severnoe Butovo,7000000
51,30.0,4.0,16.0,1980.0,2.0,8.0,Jaroslavskoe,8500000
41,26.0,1.0,5.0,1964.0,2.0,5.0,Caricyno,6200000
43,43.0,5.0,20.0,1.0,1.0,1.0,Poselenie Vnukovskoe,5347463
71,40.0,5.0,12.0,2011.0,2.0,13.0,Poselenie Sosenskoe,4911450
38,38.0,3.0,17.0,2013.0,1.0,10.0,Poselenie Desjonovskoe,4043090
32,21.0,9.0,9.0,1966.0,1.0,5.0,Ramenki,2000000
58,42.0,3.0,9.0,1974.0,3.0,5.0,Horoshevo-Mnevniki,9600000
42,27.0,9.0,9.0,1974.0,2.0,5.0,Orehovo-Borisovo Juzhnoe,6750000
41,10.0,15.0,17.0,2004.0,2.0,19.0,Troickij okrug,4900000
37,18.0,14.0,14.0,1992.0,1.0,8.0,Vyhino-Zhulebino,1500000
35,20.0,8.0,9.0,1977.0,1.0,6.0,Orehovo-Borisovo Juzhnoe,5400000
54,32.0,13.0,14.0,1997.0,2.0,9.0,Vyhino-Zhulebino,8600000
74,45.0,10.0,17.0,2000.0,3.0,9.0,Vostochnoe Degunino,13000000
56,56.0,12.0,12.0,2013.0,2.0,10.0,Poselenie Desjonovskoe,5102646
59,44.0,1.0,9.0,1974.0,3.0,5.0,Nagatino-Sadovniki,8150000
36,,10.0,12.0,2013.0,1.0,1.0,Poselenie Desjonovskoe,3387323
39,37.0,13.0,17.0,2015.0,1.0,9.0,Nekrasovka,4061390
39,20.0,7.0,12.0,1980.0,1.0,8.0,Chertanovo Juzhnoe,6400000
44,17.0,2.0,24.0,2008.0,1.0,11.0,Obruchevskoe,10300000
34,19.0,2.0,12.0,1972.0,1.0,9.0,Nizhegorodskoe,4500000
32,17.0,12.0,12.0,1966.0,1.0,10.0,Sokol,7600000
38,19.0,8.0,16.0,1979.0,1.0,8.0,Juzhnoe Medvedkovo,2000000
39,19.0,6.0,17.0,1994.0,1.0,8.0,Mitino,1000000
52,30.0,1.0,12.0,1979.0,2.0,9.0,Strogino,8100000
36,18.0,5.0,9.0,1968.0,1.0,9.0,Koptevo,7000000
62,,17.0,,,,,Poselenie Vnukovskoe,4810390
59,44.0,9.0,9.0,1971.0,3.0,5.0,Dmitrovskoe,7600000
54,32.0,6.0,17.0,1988.0,2.0,9.0,Novo-Peredelkino,7500000
39,23.0,12.0,19.0,1967.0,2.0,7.0,Prospekt Vernadskogo,8300000
58,34.0,16.0,22.0,2004.0,2.0,10.0,Solncevo,8300000
32,20.0,1.0,5.0,1965.0,1.0,5.0,Perovo,4800000
33,21.0,4.0,9.0,1966.0,1.0,5.0,Timirjazevskoe,5950000
44,28.0,2.0,9.0,1969.0,2.0,6.0,Gol'janovo,4200000
82,47.0,2.0,10.0,2002.0,3.0,10.0,Juzhnoe Butovo,11500000
44,29.0,4.0,5.0,2013.0,2.0,5.0,Izmajlovo,6750000
40,40.0,11.0,17.0,2014.0,1.0,1.0,Solncevo,3888520
83,83.0,4.0,6.0,2014.0,2.0,10.0,Troickij okrug,7733836
86,51.0,5.0,9.0,2012.0,3.0,11.0,Poselenie Rjazanovskoe,5590000
32,18.0,8.0,9.0,1979.0,1.0,6.0,Dmitrovskoe,5500000
75,46.0,14.0,16.0,1976.0,3.0,10.0,Jasenevo,13200000
51,30.0,7.0,17.0,2003.0,2.0,9.0,Solncevo,7700000
36,19.0,6.0,12.0,1969.0,1.0,9.0,Kuncevo,7800000
30,17.0,6.0,9.0,1974.0,1.0,5.0,Gol'janovo,5400000
45,27.0,3.0,12.0,1974.0,2.0,6.0,Basmannoe,9500000
44,28.0,1.0,9.0,1965.0,2.0,5.0,Meshhanskoe,8400000
43,,10.0,22.0,,1.0,1.0,Poselenie Vnukovskoe,4498697
43,40.0,4.0,1.0,2014.0,1.0,1.0,Poselenie Pervomajskoe,3043800
65,33.0,3.0,3.0,2016.0,2.0,10.0,Zapadnoe Degunino,5672400
40,26.0,5.0,9.0,1960.0,2.0,5.0,Vojkovskoe,8400000
48,32.0,5.0,8.0,1960.0,2.0,8.0,Sokolinaja Gora,8400000
60,38.0,3.0,9.0,1970.0,3.0,8.0,Hovrino,9900000
59,42.0,9.0,9.0,1974.0,3.0,6.0,Orehovo-Borisovo Juzhnoe,990000
44,44.0,22.0,22.0,2013.0,1.0,1.0,Strogino,8963340
66,42.0,7.0,7.0,1937.0,3.0,8.0,Begovoe,14950000
38,19.0,5.0,10.0,1996.0,1.0,8.0,Novokosino,5800000
75,46.0,15.0,16.0,1983.0,3.0,10.0,Strogino,12900000
54,29.0,1.0,4.0,1917.0,2.0,10.0,Tverskoe,2200000
58,44.0,9.0,9.0,1968.0,3.0,5.0,Koptevo,2000000
54,32.0,5.0,17.0,1997.0,2.0,9.0,Novokosino,8100000
59,41.0,5.0,5.0,1967.0,3.0,5.0,Kon'kovo,7900000
66,44.0,4.0,12.0,1973.0,3.0,7.0,Ivanovskoe,9300000
52,30.0,11.0,17.0,2005.0,2.0,9.0,Severnoe Izmajlovo,7000000
34,,2.0,1.0,,1.0,1.0,Poselenie Novofedorovskoe,1983000
40,20.0,5.0,12.0,2004.0,1.0,8.0,Ljublino,5500000
63,39.0,2.0,9.0,1977.0,3.0,8.0,Orehovo-Borisovo Juzhnoe,8770000
49,29.0,9.0,9.0,1989.0,2.0,8.0,Akademicheskoe,1020000
37,19.0,9.0,17.0,2004.0,1.0,7.0,Perovo,1000000
45,,5.0,0.0,,1.0,0.0,Poselenie Moskovskij,5123357
83,45.0,13.0,23.0,2007.0,3.0,10.0,Rjazanskij,14200000
45,30.0,5.0,,,,,Taganskoe,7600000
83,57.0,3.0,36.0,2011.0,2.0,18.0,Izmajlovo,6000000
40,40.0,10.0,17.0,0.0,1.0,0.0,Poselenie Vnukovskoe,4957383
53,32.0,5.0,17.0,1986.0,2.0,9.0,Krylatskoe,12150000
57,38.0,3.0,9.0,1973.0,3.0,5.0,Golovinskoe,8000000
41,20.0,5.0,14.0,2003.0,1.0,8.0,Juzhnoe Butovo,6600000
43,17.0,11.0,25.0,2007.0,1.0,9.0,Rjazanskij,4400000
72,43.0,16.0,17.0,1995.0,3.0,10.0,Caricyno,12400000
64,64.0,14.0,17.0,2015.0,2.0,0.0,Poselenie Vnukovskoe,8056574
35,14.0,5.0,17.0,1997.0,1.0,9.0,Vyhino-Zhulebino,5300000
53,30.0,3.0,12.0,1980.0,2.0,8.0,Kapotnja,6450000
50,34.0,3.0,9.0,1969.0,3.0,6.0,Severnoe Tushino,8670000
37,19.0,1.0,17.0,2000.0,1.0,7.0,Taganskoe,8250000
98,53.0,12.0,22.0,2008.0,3.0,14.0,Bogorodskoe,8200000
44,26.0,1.0,12.0,1967.0,2.0,5.0,Gol'janovo,2000000
44,27.0,9.0,9.0,1970.0,2.0,5.0,Caricyno,6750000
32,18.0,3.0,9.0,1968.0,1.0,6.0,Rostokino,6150000
31,21.0,2.0,9.0,1964.0,1.0,5.0,Obruchevskoe,5500000
50,25.0,3.0,,,,,Golovinskoe,6000000
44,44.0,3.0,10.0,2017.0,1.0,1.0,Ramenki,7864500
46,28.0,4.0,5.0,1973.0,2.0,5.0,Pechatniki,5550000
57,30.0,12.0,16.0,2002.0,2.0,10.0,Troickij okrug,6550000
47,,10.0,,,,,Poselenie Filimonkovskoe,2769158
34,24.0,1.0,8.0,1959.0,2.0,5.0,Ostankinskoe,6400000
41,20.0,8.0,12.0,1978.0,1.0,8.0,Juzhnoe Tushino,6500000
104,,1.0,2.0,0.0,1.0,1.0,Poselenie Pervomajskoe,8446680
56,27.0,14.0,16.0,2006.0,2.0,9.0,Kosino-Uhtomskoe,6000000
44,29.0,2.0,5.0,1961.0,2.0,5.0,Fili Davydkovo,5000000
38,38.0,10.0,17.0,0.0,1.0,0.0,Poselenie Vnukovskoe,5450099
42,29.0,3.0,4.0,1961.0,2.0,6.0,Kuncevo,7150000
54,51.0,2.0,14.0,1973.0,2.0,8.0,Zjuzino,10500000
84,50.0,7.0,14.0,1996.0,3.0,8.0,Mar'ino,11500000
35,20.0,7.0,12.0,1966.0,1.0,9.0,Sviblovo,6500000
42,28.0,1.0,5.0,1964.0,2.0,5.0,Vojkovskoe,7400000
27,27.0,4.0,19.0,2014.0,1.0,7.0,Poselenie Shherbinka,2477925
42,41.0,4.0,8.0,1962.0,2.0,5.0,Sokol,10350000
36,13.0,6.0,12.0,1971.0,1.0,8.0,Sokol,5600000
38,19.0,7.0,17.0,2011.0,1.0,7.0,Poselenie Moskovskij,2640000
38,23.0,1.0,5.0,1960.0,2.0,5.0,Zamoskvorech'e,9600000
31,31.0,2.0,15.0,2015.0,1.0,1.0,Horoshevskoe,5204745
38,38.0,13.0,,,,,Nekrasovka,3951780
50,29.0,1.0,9.0,1967.0,2.0,6.0,Severnoe Izmajlovo,6700000
32,18.0,4.0,9.0,1971.0,1.0,6.0,Veshnjaki,2000000
61,61.0,10.0,17.0,0.0,2.0,0.0,Poselenie Moskovskij,5525766
79,74.0,12.0,,,,,Poselenie Voskresenskoe,6780400
37,,2.0,16.0,2014.0,1.0,1.0,Poselenie Shherbinka,3038922
36,22.0,6.0,9.0,1963.0,2.0,7.0,Juzhnoe Tushino,6700000
57,33.0,2.0,17.0,1999.0,2.0,10.0,Mitino,10000000
57,,17.0,,,,,Poselenie Vnukovskoe,4503212
83,51.0,4.0,14.0,1967.0,3.0,9.0,Lomonosovskoe,17550000
35,19.0,2.0,9.0,1972.0,1.0,6.0,Veshnjaki,5800000
58,32.0,2.0,17.0,2016.0,2.0,12.0,Nekrasovka,6520500
42,17.0,9.0,9.0,2016.0,1.0,12.0,Poselenie Vnukovskoe,6145227
68,64.0,12.0,14.0,1975.0,3.0,9.0,Horoshevo-Mnevniki,12700000
55,40.0,2.0,5.0,1961.0,3.0,5.0,Ajeroport,9300000
41,,24.0,25.0,,1.0,1.0,Poselenie Moskovskij,4304867
27,16.0,2.0,5.0,1965.0,1.0,6.0,Zjuzino,5300000
54,32.0,5.0,16.0,2001.0,2.0,9.0,Taganskoe,2000000
52,51.0,6.0,17.0,2002.0,2.0,9.0,Cheremushki,13100000
40,25.0,2.0,5.0,1962.0,2.0,5.0,Golovinskoe,5700000
50,30.0,12.0,17.0,2003.0,2.0,8.0,Otradnoe,10400000
40,1.0,1.0,1.0,1.0,1.0,1.0,Nekrasovka,4640000
38,18.0,16.0,16.0,1973.0,1.0,9.0,Beskudnikovskoe,990000
99,66.0,4.0,9.0,1962.0,4.0,8.0,Juzhnoportovoe,16900000
34,19.0,3.0,12.0,1975.0,1.0,6.0,Rjazanskij,5400000
80,45.0,9.0,,,,,Birjulevo Vostochnoe,6831825
30,17.0,3.0,5.0,1966.0,1.0,5.0,Solncevo,4520000
63,44.0,4.0,12.0,1972.0,3.0,6.0,Chertanovo Severnoe,3000000
32,19.0,2.0,5.0,1968.0,1.0,5.0,Poselenie Mosrentgen,4070000
41,25.0,4.0,5.0,1962.0,2.0,5.0,Juzhnoe Tushino,6300000
34,19.0,3.0,12.0,1966.0,1.0,9.0,Zjuzino,6500000
36,17.0,2.0,17.0,2002.0,1.0,10.0,Birjulevo Vostochnoe,5500000
32,17.0,1.0,12.0,1967.0,1.0,1.0,Butyrskoe,2000000
65,32.0,4.0,18.0,2012.0,2.0,12.0,Poselenie Sosenskoe,3290508
38,18.0,16.0,,,,,Brateevo,6300000
38,19.0,6.0,17.0,1987.0,1.0,8.0,Chertanovo Severnoe,7400000
135,,2.0,2.0,0.0,3.0,1.0,Poselenie Rogovskoe,6777768
38,38.0,10.0,17.0,2014.0,1.0,1.0,Nekrasovka,4640000
38,19.0,16.0,22.0,1984.0,1.0,9.0,Silino,2000000
44,28.0,5.0,9.0,1970.0,2.0,6.0,Vostochnoe Degunino,6612000
40,25.0,1.0,,,,,Kuncevo,5700000
20,12.0,9.0,9.0,1970.0,1.0,3.0,Gol'janovo,3500000
44,18.0,2.0,12.0,1980.0,2.0,6.0,Severnoe Tushino,5300000
72,54.0,6.0,6.0,2014.0,1.0,20.0,Troickij okrug,6890560
37,37.0,19.0,1.0,2013.0,1.0,1.0,Strogino,7016800
31,19.0,2.0,5.0,1961.0,1.0,5.0,Horoshevo-Mnevniki,6050000
43,21.0,11.0,12.0,1978.0,1.0,8.0,Otradnoe,6900000
32,18.0,5.0,9.0,1976.0,1.0,6.0,Jasenevo,6000000
1,1.0,1.0,1.0,2015.0,1.0,1.0,Nekrasovka,4740000
54,33.0,2.0,5.0,1960.0,2.0,7.0,Izmajlovo,8500000
31,20.0,1.0,5.0,1963.0,1.0,5.0,Filevskij Park,5800000
32,18.0,5.0,9.0,1974.0,1.0,6.0,Orehovo-Borisovo Juzhnoe,4750000
61,61.0,8.0,17.0,0.0,2.0,0.0,Poselenie Vnukovskoe,6737939
82,55.0,2.0,6.0,1929.0,3.0,11.0,Hamovniki,16900000
33,19.0,5.0,9.0,1972.0,1.0,6.0,Meshhanskoe,2500000
71,48.0,1.0,5.0,1955.0,3.0,8.0,Bogorodskoe,11700000
41,26.0,4.0,,,,,Kuz'minki,6050000
71,43.0,9.0,14.0,1992.0,3.0,9.0,Krjukovo,8800000
39,20.0,12.0,16.0,1976.0,1.0,10.0,Ramenki,7300000
54,30.0,9.0,14.0,1989.0,2.0,8.0,Silino,7000000
32,18.0,2.0,9.0,1978.0,1.0,6.0,Dmitrovskoe,5300000
76,45.0,10.0,16.0,1981.0,3.0,10.0,Mar'ino,10400000
77,,6.0,,,,,Poselenie Moskovskij,5763488
84,52.0,5.0,14.0,2002.0,3.0,11.0,Severnoe Tushino,14500000
38,19.0,12.0,14.0,1965.0,1.0,8.0,Brateevo,6900000
38,19.0,17.0,17.0,2003.0,1.0,7.0,Sviblovo,8300000
37,0.0,9.0,19.0,2015.0,1.0,0.0,Poselenie Shherbinka,3572565
61,38.0,5.0,14.0,1992.0,3.0,7.0,Novokosino,9600000
45,28.0,9.0,5.0,1968.0,2.0,6.0,Severnoe Medvedkovo,8150000
31,18.0,6.0,9.0,1963.0,1.0,6.0,Levoberezhnoe,6230000
69,,1.0,16.0,2015.0,3.0,1.0,Poselenie Novofedorovskoe,3673706
47,28.0,4.0,5.0,1960.0,2.0,6.0,Danilovskoe,12000000
38,18.0,12.0,15.0,1.0,1.0,9.0,Beskudnikovskoe,5000000
47,28.0,3.0,17.0,1970.0,2.0,6.0,Taganskoe,8250000
38,19.0,17.0,17.0,2008.0,1.0,7.0,Poselenie Moskovskij,2450000
55,55.0,7.0,25.0,2014.0,3.0,1.0,Poselenie Sosenskoe,6015600
85,43.0,12.0,14.0,2011.0,3.0,12.0,Severnoe Medvedkovo,7000000
42,1.0,5.0,1.0,1.0,1.0,1.0,Krjukovo,4643400
40,,7.0,17.0,,1.0,1.0,Zapadnoe Degunino,4463840
62,1.0,6.0,1.0,1.0,2.0,1.0,Nekrasovka,6334200
54,30.0,5.0,12.0,1975.0,2.0,8.0,Bibirevo,7300000
33,16.0,2.0,12.0,1972.0,1.0,7.0,Basmannoe,7900000
39,37.0,11.0,12.0,2015.0,1.0,1.0,Poselenie Filimonkovskoe,2675843
32,18.0,3.0,9.0,1985.0,1.0,6.0,Juzhnoe Tushino,5850000
34,13.0,16.0,25.0,2012.0,1.0,10.0,Poselenie Sosenskoe,3478200
51,16.0,3.0,7.0,1910.0,1.0,11.0,Kotlovka,8176000
77,,15.0,0.0,,2.0,0.0,Poselenie Sosenskoe,7097580
32,18.0,9.0,9.0,1979.0,1.0,6.0,Strogino,5850000
45,27.0,4.0,12.0,1968.0,2.0,6.0,Zjuzino,7400000
19,14.0,5.0,,,,,Solncevo,2716000
72,41.0,15.0,22.0,2007.0,3.0,8.0,Lomonosovskoe,19000000
64,,4.0,17.0,,2.0,0.0,Nekrasovka,6272000
74,43.0,6.0,16.0,1981.0,3.0,10.0,Chertanovo Central'noe,9850000
75,44.0,7.0,17.0,1991.0,3.0,10.0,Krjukovo,9700000
54,32.0,11.0,17.0,1989.0,2.0,9.0,Moskvorech'e-Saburovo,2000000
39,23.0,12.0,12.0,1967.0,2.0,6.0,Sokolinaja Gora,6800000
42,20.0,11.0,17.0,2012.0,1.0,10.0,Poselenie Shherbinka,4450000
35,19.0,8.0,12.0,1967.0,1.0,9.0,Ramenki,7500000
67,40.0,8.0,12.0,2001.0,2.0,11.0,Obruchevskoe,15000000
33,20.0,2.0,9.0,1970.0,1.0,5.0,Nagatino-Sadovniki,1250000
65,34.0,15.0,16.0,1972.0,2.0,9.0,Ramenki,11600000
72,42.0,13.0,17.0,1994.0,3.0,10.0,Juzhnoe Butovo,10150000
40,25.0,4.0,5.0,1961.0,2.0,5.0,Vnukovo,5000000
114,74.0,10.0,14.0,1999.0,5.0,9.0,Sviblovo,21400000
44,28.0,7.0,9.0,1970.0,2.0,5.0,Dmitrovskoe,6850000
68,39.0,3.0,16.0,1989.0,3.0,8.0,Severnoe Medvedkovo,1500000
34,34.0,12.0,17.0,2016.0,1.0,10.0,Poselenie Desjonovskoe,3865945
42,26.0,4.0,5.0,1963.0,2.0,5.0,Poselenie Sosenskoe,5400000
117,,8.0,12.0,2016.0,3.0,10.0,Poselenie Moskovskij,13810590
31,21.0,5.0,9.0,1965.0,1.0,5.0,Kuz'minki,5100000
63,33.0,13.0,17.0,2009.0,2.0,12.0,Zapadnoe Degunino,5000000
46,28.0,4.0,9.0,1973.0,2.0,5.0,Birjulevo Zapadnoe,6430000
38,19.0,2.0,14.0,2007.0,1.0,7.0,Zapadnoe Degunino,6200000
96,96.0,5.0,5.0,0.0,3.0,1.0,Poselenie Sosenskoe,7823030
72,50.0,4.0,4.0,1959.0,3.0,1.0,Shhukino,2000000
29,13.0,1.0,9.0,1977.0,1.0,6.0,Lianozovo,5500000
52,30.0,10.0,17.0,2011.0,1.0,9.0,Poselenie Moskovskij,4151574
74,43.0,5.0,17.0,2014.0,3.0,12.0,Nekrasovka,7172000
59,42.0,5.0,9.0,1970.0,3.0,6.0,Ramenki,12500000
76,44.0,7.0,17.0,1995.0,3.0,10.0,Mar'ino,2000000
58,32.0,8.0,17.0,1994.0,2.0,10.0,Mar'ino,10400000
50,28.0,14.0,,,,,Fili Davydkovo,9200000
64,38.0,12.0,12.0,1983.0,3.0,8.0,Kosino-Uhtomskoe,8450000
39,24.0,2.0,5.0,1961.0,2.0,5.0,Vojkovskoe,7200000
31,17.0,4.0,8.0,1962.0,1.0,7.0,Begovoe,8700000
46,29.0,5.0,9.0,1971.0,2.0,5.0,Veshnjaki,6000000
45,45.0,19.0,19.0,2017.0,1.0,1.0,Ramenki,7772400
56,18.0,4.0,6.0,2014.0,1.0,19.0,Troickij okrug,5942622
136,76.0,18.0,,,,,Kuncevo,30000000
48,,10.0,,,,,Poselenie Sosenskoe,4008900
32,20.0,3.0,,,,,Severnoe Tushino,5000000
62,35.0,6.0,1.0,1.0,2.0,1.0,Tverskoe,6496000
46,22.0,2.0,17.0,2014.0,1.0,11.0,Poselenie Sosenskoe,4782209
45,45.0,7.0,25.0,2013.0,3.0,1.0,Poselenie Sosenskoe,4641000
46,20.0,25.0,25.0,2003.0,1.0,9.0,Pokrovskoe Streshnevo,9700000
32,16.0,2.0,,,,,Zjuzino,6500000
73,,11.0,0.0,,2.0,0.0,Poselenie Sosenskoe,6682880
40,22.0,2.0,14.0,1970.0,2.0,6.0,Severnoe Izmajlovo,5950000
37,,7.0,22.0,,1.0,1.0,Poselenie Shherbinka,3809374
38,18.0,8.0,20.0,2012.0,1.0,9.0,Tekstil'shhiki,6500000
39,20.0,17.0,22.0,1993.0,1.0,10.0,Mitino,7050000
43,29.0,1.0,,,,,Preobrazhenskoe,6200000
65,65.0,1.0,1.0,1.0,1.0,1.0,Poselenie Desjonovskoe,5988292
37,18.0,25.0,25.0,2001.0,1.0,9.0,Mar'ino,6950000
44,26.0,2.0,5.0,1959.0,2.0,5.0,Filevskij Park,7000000
38,23.0,10.0,12.0,1969.0,2.0,6.0,Babushkinskoe,6800000
54,36.0,5.0,5.0,1962.0,3.0,5.0,Kotlovka,8500000
76,44.0,7.0,12.0,1997.0,3.0,10.0,Juzhnoe Butovo,9650000
69,58.0,4.0,18.0,2015.0,2.0,13.0,Poselenie Vnukovskoe,6912577
44,27.0,9.0,9.0,1971.0,2.0,5.0,Jaroslavskoe,7200000
38,18.0,6.0,17.0,,1.0,7.0,Nekrasovka,3958570
99,52.0,17.0,23.0,2011.0,3.0,10.0,Solncevo,14000000
51,29.0,4.0,12.0,1973.0,2.0,8.0,Nagatinskij Zaton,9600000
60,33.0,5.0,17.0,1983.0,2.0,10.0,Zjablikovo,1000000
57,,16.0,16.0,2014.0,2.0,1.0,Tverskoe,4872880
44,31.0,2.0,9.0,1962.0,2.0,5.0,Kotlovka,7000000
34,34.0,1.0,3.0,2017.0,1.0,1.0,Poselenie Novofedorovskoe,1715200
38,38.0,16.0,17.0,2013.0,1.0,1.0,Nekrasovka,4328140
92,63.0,4.0,12.0,2004.0,4.0,11.0,Kosino-Uhtomskoe,13900000
72,,25.0,,,,,Nekrasovka,6769824
46,28.0,5.0,5.0,1966.0,2.0,5.0,Sokol,1000000
59,43.0,7.0,9.0,1977.0,3.0,5.0,Zjablikovo,8000000
81,81.0,5.0,10.0,2015.0,3.0,13.0,Poselenie Sosenskoe,9297498
17,10.0,5.0,5.0,1966.0,1.0,3.0,Caricyno,4500000
47,28.0,12.0,12.0,1979.0,2.0,6.0,Otradnoe,7600000
35,14.0,4.0,17.0,2000.0,1.0,9.0,Mar'ino,6200000
44,28.0,3.0,9.0,1978.0,2.0,6.0,Vostochnoe Degunino,7000000
57,56.0,6.0,8.0,1958.0,2.0,8.0,Horoshevskoe,10500000
30,16.0,4.0,9.0,1964.0,1.0,5.0,Severnoe Izmajlovo,6200000
